295,-326,436,829,851,-54,-464,-70,-315,-636
-760,-114,-723,989,-410,239,-644,712,-6,-175
890,729,-430,-599,620,100,338,-76,-174,-132
-495,275,-830,-1,657,556,763,216,-263,713
-663,394,-640,-327,-35,-999,-397,-51,983,583
-953,24,273,826,563,-18,-262,98,114,380
-297,690,-586,-8,-198,-764,966,133,-930,969
-41,543,-846,972,-373,955,-383,-890,-69,898
843,61,-136,-907,711,-876,391,-531,-650,-608
793,96,-814,-281,91,-535,984,212,626,-726
837,-612,746,581,-72,-709,-434,487,451,-627
674,-947,-996,900,760,455,308,185,969,-461
-61,595,-716,-455,121,312,395,-513,808,-8
-791,-243,139,-337,688,401,216,-712,-134,-880
356,-905,-492,923,-194,101,-91,189,984,660
-229,181,163,-933,-866,132,796,539,820,-843
-766,-100,273,-15,507,-790,-53,269,457,-615
580,534,-618,-544,-967,-546,-24,391,327,478
-671,-71,451,846,-632,-303,772,-792,-689,-291
763,-503,-768,292,-26,-85,-175,-328,218,-386
-637,239,57,683,-522,-406,-47,170,969,-673
-597,-81,710,322,-106,-116,343,231,-647,-810
-865,-381,743,-422,325,783,-444,-499,921,-674
-379,104,463,-248,884,-838,-869,-841,929,-953
433,-626,699,-993,527,177,-458,954,-156,861
-615,918,-324,-662,-411,499,748,-465,-602,-224
603,641,510,413,-161,-33,-453,176,990,598
-336,596,797,439,-198,-445,-400,-79,-953,-681
-145,-212,65,50,243,-415,100,25,445,-409
654,-148,869,618,-395,594,-59,541,953,-990
-967,-413,-334,-931,-440,676,80,-272,-303,-526
-382,-557,-404,769,455,429,540,631,958,445
-937,-304,-792,1,223,-228,125,667,-772,914
-396,297,271,-77,449,103,-585,10,53,914
-457,743,-401,-934,-747,-363,279,-836,821,-984
913,44,684,-440,581,-903,-695,-357,-836,341
-508,5,-907,-682,-220,-106,798,-573,-321,-321
-470,816,-437,559,720,697,-189,-242,781,627
-283,156,202,521,-1,-725,189,524,736,514
721,715,634,-705,538,-418,-44,-689,33,603
54,271,665,-912,-151,196,-129,431,-366,-777
-139,184,76,152,462,53,912,851,-18,119
-112,158,-841,850,-609,932,155,-946,130,318
-228,-14,-534,398,-432,899,-683,43,756,891
868,96,8,726,232,-713,-228,395,20,716
490,29,-827,-631,615,-308,-169,-86,-605,403
566,-524,879,907,165,950,-416,-846,-315,-925
873,142,573,-207,-329,527,-90,-864,-802,-92
-919,56,750,773,-495,-873,-625,-601,-334,-496
-682,-340,514,477,67,740,-565,-158,903,276
-578,323,828,122,-572,472,-19,655,328,-926
37,487,-170,-710,-741,-213,410,443,-528,672
-636,-710,980,767,13,-164,52,-206,-38,160
307,845,899,635,817,123,821,-191,9,935
678,381,4,-155,335,-561,922,552,-680,-718
830,-366,229,-725,-78,-985,-251,449,-142,666
501,-525,-905,-336,-728,-692,-995,632,890,-782
-900,-463,946,829,-11,352,-740,-454,854,-375
-732,433,-491,801,330,503,-988,348,-735,678
236,294,62,-279,-520,-281,771,-809,-383,-995
874,476,36,487,-404,346,698,539,932,558
-381,87,-308,-265,254,108,742,-780,-834,-342
707,118,-718,823,-405,758,939,-223,619,-931
-619,-525,-438,-146,-25,-153,-255,81,42,-294
911,-129,468,-476,155,302,-686,277,-735,525
-138,195,-652,-87,-353,742,246,837,-157,-468
-768,369,1000,804,879,373,441,36,505,920
-947,613,-549,-333,126,-271,572,89,854,-139
-134,516,-497,-139,-172,-355,676,308,920,309
-50,-81,529,-397,-854,539,537,-32,429,-259
526,-851,-322,156,150,-276,-530,-934,-306,176
993,-818,-264,577,-344,-949,801,-531,-159,-671
-320,-840,820,683,-852,356,455,556,-56,-821
-545,17,-342,-119,-839,723,-971,971,-117,403
647,-403,748,271,92,-662,765,-422,525,-878
610,284,-468,759,-659,-372,-267,-855,825,-496
-373,983,248,979,543,-532,-959,-113,-32,219
688,-356,-800,-992,76,-638,-134,465,77,-692
707,-232,-880,924,359,-202,-736,867,759,-1
-983,-419,-889,-706,759,470,-629,563,808,-196
-396,-455,514,352,-353,364,606,-446,-610,-5
-664,-390,-903,-559,-907,-117,-526,-462,585,284
627,-980,224,-375,-236,-151,472,-673,229,-749
-423,40,914,-914,420,-450,-25,-78,-88,944
602,-383,309,-772,-909,535,-855,-870,745,-167
289,252,451,-185,-676,865,584,753,723,209
141,764,964,818,514,-331,250,-408,353,-539
-305,-258,423,-825,-801,-692,-571,-530,805,-584
775,302,617,-748,608,255,-480,899,-585,-670
-838,-986,874,476,-24,900,-948,983,26,-911
55,-59,760,168,550,-44,-202,-332,-159,-310
333,214,898,-338,747,998,-542,707,-154,983
235,212,874,808,-234,162,882,787,-80,-236
423,-28,662,-155,-218,364,107,940,-931,207
-593,873,-298,-322,270,722,279,986,-653,-505
-102,236,361,873,955,-138,-715,-965,352,733
-343,198,992,-470,-579,-151,-484,445,110,-30
211,-552,-244,716,856,-159,-213,-393,-50,47
-418,425,379,-841,192,183,-589,-424,-663,-613
-305,-477,591,-295,-385,-924,427,-976,943,-24
-489,-505,426,862,-62,678,-251,-419,312,314
454,877,11,-349,-451,753,-450,-425,98,41
565,-662,535,-265,257,872,482,950,-678,-786
-255,624,-211,-909,575,-727,108,226,-939,-797
-508,-434,-904,-809,-906,553,-869,-6,-102,623
-878,-620,985,-617,-440,-849,-523,-75,-444,-329
457,-726,-103,-32,-794,-106,-676,658,-969,485
-58,922,-470,860,-258,-185,242,375,498,635
-719,-714,40,-41,836,-528,788,-346,625,498
939,-746,565,292,-329,254,115,847,-592,819
100,138,-350,171,-635,-872,855,-895,90,826
51,410,393,-15,-538,-469,570,528,591,-562
-315,-615,851,953,-18,926,601,-553,911,796
775,-750,-499,678,571,-920,-616,897,642,-63
961,-958,108,446,-818,-795,619,-345,-623,527
-956,-335,-147,-88,131,-471,600,-462,775,21
-210,-974,197,-849,792,322,566,-706,186,744
-362,448,-474,-320,310,-66,339,961,118,-296
-501,-357,293,584,-254,314,-861,-974,768,532
-712,-492,851,-399,-509,-698,-525,216,745,-15
401,-338,-567,643,-977,716,656,92,-278,903
-737,-858,646,349,-711,-76,318,-864,-794,105
2,473,336,269,-187,207,-185,-139,895,-843
-886,-225,837,60,760,573,-293,-511,842,-604
-965,45,-588,244,649,300,122,494,446,664
457,629,673,-903,743,912,-357,-94,372,-987
-580,-266,-463,-88,-232,-571,-164,-660,312,105
236,383,423,-161,158,536,236,-454,-432,606
492,811,250,-833,-975,-2,-396,-330,-917,882
748,-9,-727,-601,-500,229,203,212,207,893
-948,-623,175,-934,188,192,-574,880,-412,-920
68,56,27,720,-479,340,810,-669,369,-464
611,326,433,290,325,-287,463,-562,651,-355
-60,937,-21,-186,604,-243,-347,-930,-146,30
-601,-511,36,778,-1,680,-74,-722,738,469
-153,-931,642,-644,-516,-808,154,-544,-959,-484
888,954,-615,906,720,-831,244,-401,-45,-152
141,-493,387,-616,323,-756,632,-805,-800,-455
-401,284,933,-314,-217,775,995,465,227,68
-31,205,426,123,104,-52,-636,-131,-253,-207
126,-920,-663,-373,-70,573,-938,-416,30,-882
-504,-418,398,169,841,271,719,-236,-969,99
269,-575,581,665,-13,263,-437,-917,376,890
-914,918,879,194,-603,-292,272,950,-496,-610
772,376,-532,-231,46,-766,362,652,822,-684
-316,-922,366,58,951,-309,32,-188,-831,-410
479,217,599,-336,-682,-849,855,542,685,-853
-552,276,128,317,897,68,753,-422,807,-559
-751,835,-974,-603,595,147,730,-9,-364,-843
22,427,-462,-277,-848,-190,-373,-842,747,808
-567,-881,-906,-361,-888,-857,202,-935,46,955
-253,-81,677,549,168,897,863,-210,-490,657
-742,142,-379,490,-179,-699,26,-401,869,-839
-865,479,-395,741,824,551,92,-828,-111,-211
318,-884,-72,854,-765,-786,108,72,379,-10
809,51,199,348,205,682,713,-367,98,361
-963,-456,-666,-776,78,-139,-827,86,644,852
631,-972,-548,376,626,-389,-288,705,-306,504
621,-146,671,-562,-290,-588,567,-764,716,291
-281,-189,522,432,834,369,650,-650,803,434
806,-313,-882,-888,-312,943,288,851,-789,-487
797,-578,-734,256,585,-414,382,-639,-433,-331
605,317,-939,927,-478,223,-615,-737,-659,-224
358,-337,55,-496,554,-303,692,876,622,809
-84,495,-682,-706,628,6,558,582,350,-742
367,-760,156,-223,-975,450,-677,896,709,964
975,-556,-494,-172,-293,-774,-782,-346,-851,975
146,-370,-951,129,-417,214,-479,189,706,-140
165,-287,837,555,397,-944,-356,191,-346,-671
-509,8,-578,230,-448,890,701,-808,186,-469
967,-590,77,-916,310,-1,850,-664,-301,-932
-46,-242,249,-399,-817,-136,-589,669,798,-994
154,-235,-272,-799,-783,763,-660,142,-668,-290
876,232,-813,389,-673,27,-111,-745,678,575
920,-594,-296,-955,169,-563,894,-378,740,543
-870,849,672,-701,-315,-141,665,636,543,-831
-444,-700,-925,230,-449,-448,480,654,-203,358
973,-464,123,-775,96,-592,-8,232,606,-948
804,-229,-395,760,-812,492,627,275,816,-717
-357,698,-200,-602,-183,-240,801,-604,774,-423
662,-226,-60,6,-374,-734,-478,801,867,796
326,-7,16,-274,-960,-216,-677,761,236,388
13,-219,-238,444,26,-733,-175,-955,850,-360
-173,-481,-338,619,-591,320,242,708,-242,359
-403,-691,250,925,18,-41,921,-62,234,681
18,-506,906,-49,-464,-105,-219,268,69,151
540,-330,60,916,96,-47,-260,-486,151,413
176,-649,719,-563,-766,793,-694,323,164,941
588,414,718,765,-342,-463,664,63,-507,191
-913,237,-855,426,352,-447,-973,-895,-801,-701
-272,-853,463,217,-963,508,-295,160,620,-362
205,657,975,-818,-996,-506,57,-85,902,82
17,574,148,-500,-478,-335,-58,887,-183,907
677,839,99,-36,-702,596,-71,986,-864,979
846,-866,452,476,915,-112,-482,437,-164,234
229,275,862,-467,-978,-331,146,-112,200,654
609,309,-407,11,879,16,-355,87,-702,545
-48,-890,132,239,-768,-871,-939,-277,-120,318
-110,47,-206,-470,899,-108,-171,-565,798,677
-224,-574,121,-549,-629,294,-260,-323,-286,89
551,668,-182,89,-735,-534,431,-348,937,-74
-712,781,26,-262,966,-431,-710,-520,237,-206
-122,-458,-707,138,-522,696,-73,-621,-26,-882
163,542,-804,-45,217,405,983,-414,925,-564
-886,-621,-695,530,914,-442,506,-904,924,851
-400,-113,-266,960,-502,405,471,-50,-523,245
-272,-644,1,856,629,283,-223,-508,-148,364
359,476,663,-617,323,141,855,-681,787,-363
-118,91,-202,940,898,-86,-412,511,-796,-693
557,-95,-981,659,-66,-622,-120,-211,-964,785
222,136,914,472,575,797,570,-668,-633,-42
679,-115,-964,403,423,-258,107,691,108,851
776,529,-389,151,-976,498,-335,949,487,-338
440,27,-226,-775,-327,19,-356,846,-625,-369
339,842,-781,-404,-70,-836,-651,498,-834,443
-381,-100,-591,-910,566,858,-221,-959,-637,578
721,658,277,260,623,-292,837,-846,-512,351
-26,435,213,788,23,-648,-589,-639,-101,-989
633,905,219,-558,-787,558,798,-162,261,-85
-654,-482,-45,-531,206,-631,-690,-61,-125,-236
917,-695,256,266,578,966,-355,965,-622,-435
-995,406,495,-289,-407,142,178,939,306,-604
746,-937,980,857,382,335,373,694,-266,-595
948,-137,353,-169,145,862,-940,974,-851,107
918,64,-853,-982,49,699,416,-960,-164,-959
179,777,153,783,736,-117,903,-182,-736,-760
169,-757,344,507,269,143,-596,833,-536,-720
199,-952,254,126,26,587,-554,-902,780,767
-484,856,-870,805,-625,-608,803,-51,-532,-676
137,589,-632,994,-887,212,900,-274,475,346
815,-92,-321,420,-320,614,237,889,-239,-961
-449,34,95,-242,-767,238,-349,29,343,315
-254,-278,-788,-70,282,817,303,772,253,67
-874,-884,724,285,591,-429,-5,464,346,-972
-50,-989,2,-206,214,-87,662,-653,-235,-502
369,-174,-600,989,-324,-941,143,-364,-4,-795
-311,-436,512,828,-637,-575,-942,899,-679,739
-199,827,-728,352,806,-531,-479,903,115,453
-825,-33,361,15,42,-615,-285,278,583,897
-897,-928,44,-586,368,-575,-663,-990,-995,448
646,-207,-996,970,414,-716,-215,-381,720,-928
-445,499,-931,213,335,-603,-684,606,948,137
-107,224,91,-103,14,215,467,-712,-504,62
618,-1,668,-596,-211,951,355,-182,302,-619
355,969,-892,-887,536,964,11,919,913,422
-602,-517,-830,76,824,-458,1,-830,416,-603
-487,892,527,-259,-234,-248,672,782,827,-797
134,866,471,-20,-824,-883,806,966,538,-646
-605,-579,602,-289,102,470,301,766,-746,-31
-921,-768,631,332,-746,94,-786,-926,395,831
875,465,-600,386,-248,818,-806,798,206,-851
946,723,501,134,-902,462,807,862,-26,716
108,-202,-917,-109,-314,-746,-274,-276,789,313
-593,414,-303,-889,631,440,-620,-414,-770,880
-915,-142,-206,916,-314,-283,655,-608,624,169
229,102,-288,992,-684,-592,-706,-81,509,726
844,390,-281,308,30,305,264,75,-26,-159
-658,-422,-123,968,513,-41,-334,312,-774,-640
811,249,-98,767,676,288,-326,480,635,162
531,-900,-40,268,-852,-746,-517,500,360,555
122,-820,-993,-475,-238,331,-880,335,600,374
-771,896,16,765,596,-799,168,589,-906,-941
-110,-439,913,326,315,245,-661,546,-402,-184
-338,-776,206,648,372,524,169,-23,-673,-56
920,888,-693,360,962,909,141,4,44,-815
-349,-8,-552,-65,198,-473,870,-642,69,532
708,-43,957,-125,394,84,-163,-706,824,-698
-819,-656,541,-731,-195,736,768,530,118,-402
213,-825,186,-712,-164,-228,756,-937,-570,809
847,521,998,179,-436,-770,-225,-375,-208,-857
-59,747,-610,-68,754,183,47,-388,458,971
-140,457,41,178,844,401,396,998,567,432
-935,-935,391,525,-688,584,-24,-125,814,-451
-668,-634,-159,648,997,711,346,-517,-101,-82
-649,644,-583,-729,-748,472,-478,234,-510,1000
225,93,594,-848,-870,-204,19,497,-116,-192
